INSTAL_COD,INSTAL_NOM,INSTAL_N_1,ETAB_CODE,ETAB_NOM,ETAB_NOM_A,RSS_CODE,RSS_NOM,ADRESSE,CASE_POST,CODE_POSTA,MUN_CODE,MUN_NOM,CLSC_CODE,CLSC_NOM,MRC_CODE,MRC_NOM,RLS_CODE,RLS_NOM,RUIS_CODE,RUIS_NOM,STATUT_COD,MD_CONS_CO,MD_FINAN_C,DESIGN_MIN,INSTANCE,DATE_INCOR,DATE_OUVER,LONGITUDE,LATITUDE,CHPSY,CHSGS,CHSLD,CLSC,CPEJ,CRDITED,CRDPA,CRDPM,CRDPV,CRDPL,CRJDA,CRMDA,CRD,DATE_MAJ
"51217818","CENTRE D'HÉBERGEMENT DE SAINT-LOUIS-DU-HA! HA!","CENTRE D'HÉBERGEMENT DE SAINT-LOUIS-DU-HA! HA!","11045119","Centre intégré de santé et de services sociaux du Bas-Saint-Laurent","CISSS du Bas-Saint-Laurent","01","Bas-Saint-Laurent","25, rue Saint-Philippe"," ","G0L3S0","13080","Saint-Louis-du-Ha! Ha!","01131","Témiscouata","130","Témiscouata","0113","RLS de Témiscouata","1","RUISSS Université Laval","1","2","1","0","N"," ","1996-01-01",-68.9791030883789,47.674598693847656,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51217826","CENTRE D'HÉBERGEMENT DE SQUATEC","CENTRE D'HÉBERGEMENT DE SQUATEC","11045119","Centre intégré de santé et de services sociaux du Bas-Saint-Laurent","CISSS du Bas-Saint-Laurent","01","Bas-Saint-Laurent","10, rue Saint-André"," ","G0L4H0","13065","Saint-Michel-du-Squatec","01131","Témiscouata","130","Témiscouata","0113","RLS de Témiscouata","1","RUISSS Université Laval","1","2","1","0","N"," ","1996-01-01",-68.72309875488281,47.87739944458008,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51217834","CENTRE D'HÉBERGEMENT ET CLSC DU CHÊNE","CHSLD ET CLSC DU CHÊNE","11045143","Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec","CIUSSS de la Mauricie-et-du-Centre-du-Québec","04","Mauricie et Centre-du-Québec","61, rue de l'Ermitage"," ","G6P6X4","39062","Victoriaville","04181","Arthabaska","390","Arthabaska","0418","RLS d’Arthabaska-et-de-L’Érable","4","RUISSS Université de Sherbrooke","1","2","1","0","N"," ","1996-01-01",-71.96269989013672,46.06209945678711,"Non","Non","Oui","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51217842","CENTRE D'HÉBERGEMENT DE WARWICK","CENTRE D'HÉBERGEMENT DE WARWICK","11045143","Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec","CIUSSS de la Mauricie-et-du-Centre-du-Québec","04","Mauricie et Centre-du-Québec","10, rue l'Heureux"," ","J0A1M0","39077","Warwick","04181","Arthabaska","390","Arthabaska","0418","RLS d’Arthabaska-et-de-L’Érable","4","RUISSS Université de Sherbrooke","1","2","1","0","N"," ","1996-01-01",-71.98570251464844,45.94580078125,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51217883","CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES ET LES MÈRES EN DIFFICULTÉ D'ADAPTATION DE TROIS-RIVIÈRES","CPR ET CRJMDA DE TROIS-RIVIÈRES","11045143","Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec","CIUSSS de la Mauricie-et-du-Centre-du-Québec","04","Mauricie et Centre-du-Québec","1455, boulevard du Carmel"," ","G8Z3R7","37067","Trois-Rivières","04151","Trois-Rivières","371","Trois-Rivières","0415","RLS de Trois-Rivières","2","RUISSS Université de Montréal","1","2","1","0","N"," ","1996-01-01",-72.55770111083984,46.34939956665039,"Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Oui","Non","2026-03-23"
"51217909","CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES ET LES MÈRES EN DIFFICULTÉ D'ADAPTATION EDGAR-LAFOREST","CPR ET CRJMDA EDGAR-LAFOREST","11045143","Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec","CIUSSS de la Mauricie-et-du-Centre-du-Québec","04","Mauricie et Centre-du-Québec","3100, boulevard Lemire"," ","J2B7R2","49058","Drummondville","04171","Drummond","490","Drummond","0417","RLS de Drummond","4","RUISSS Université de Sherbrooke","1","2","1","0","N"," ","1996-01-01",-72.4822006225586,45.85380172729492,"Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Oui","Oui","Non","2026-03-23"
"51217917","CENTRE D'HÉBERGEMENT DE DOLBEAU-MISTASSINI","CENTRE D'HÉBERGEMENT DE DOLBEAU-MISTASSINI","11045127","Centre intégré universitaire de santé et de services sociaux du Saguenay – Lac-Saint-Jean","CIUSSS du Saguenay – Lac-Saint-Jean","02","Saguenay–Lac-Saint-Jean","116, avenue des Chutes"," ","G8L3X4","92022","Dolbeau-Mistassini","02121","Maria-Chapdelaine","920","Maria-Chapdelaine","0212","RLS de Maria-Chapdelaine","1","RUISSS Université Laval","1","2","1","0","N"," ","1996-02-09",-72.21240234375,48.8911018371582,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51217933","MAISON DE NAISSANCE DE CÔTE-DES-NEIGES","MAISON DE NAISSANCE DE CÔTE-DES-NEIGES","11045176","Centre intégré universitaire de santé et de services sociaux du Centre-Ouest-de-l'Île-de-Montréal","CIUSSS du Centre-Ouest-de-l'Île-de-Montréal","06","Montréal","6560, chemin de la Côte-des-Neiges"," ","H3S2A7","66023","Montréal","06224","Côte-des-Neiges","660","Montréal","0622","RLS de Côte-des-Neiges - Métro - Parc-Extension","3","RUISSS Université McGill","1","2","1","0","N"," ","1995-04-01",-73.6353988647461,45.50189971923828,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51217958","CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX D'YOUVILLE","CENTRE MULTI. SSS D'YOUVILLE","11045283","Centre intégré de santé et de services sociaux des Laurentides","CISSS des Laurentides","15","Laurentides","531, rue Laviolette"," ","J7Y2T8","75017","Saint-Jérôme","15161","La Rivière-du-Nord - Mirabel","750","La Rivière-du-Nord","1516","RLS de la Rivière-du-Nord - Mirabel-Nord","2","RUISSS Université de Montréal","1","2","1","0","N"," ","1996-03-11",-74.0062026977539,45.78310012817383,"Non","Oui","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","2026-03-23"
"51217974","HÔPITAL ET CHSLD D'YOUVILLE","HÔPITAL ET CHSLD D'YOUVILLE","13818596","Centre de santé et de services sociaux - Institut universitaire de gériatrie de Sherbrooke","CSSS- Institut universitaire de gériatrie de Sherbrooke","05","Estrie","1036, rue Belvédère Sud"," ","J1H4C4","43027","Sherbrooke","05151","Sherbrooke","430","Sherbrooke","0515","RLS de Sherbrooke","4","RUISSS Université de Sherbrooke","1","2","1","9","O","2007-04-02","1996-04-01",-71.89510345458984,45.39070129394531,"Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51218006","CHSLD DE WEEDON","CHSLD DE WEEDON","11045150","Centre intégré universitaire de santé et de services sociaux de l'Estrie – Centre hospitalier universitaire de Sherbrooke","CIUSSS de l'Estrie – CHUS","05","Estrie","245, rue Saint-Janvier"," ","J0B3J0","41098","Weedon","05181","Haut-Saint-François","410","Le Haut-Saint-François","0518","RLS du Haut-Saint-François","4","RUISSS Université de Sherbrooke","1","2","1","0","N"," ","1996-04-01",-71.4636001586914,45.70090103149414,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51218014","CENTRE D'HÉBERGEMENT DE FORTIERVILLE","CENTRE D'HÉBERGEMENT DE FORTIERVILLE","11045143","Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec","CIUSSS de la Mauricie-et-du-Centre-du-Québec","04","Mauricie et Centre-du-Québec","521, avenue du Foyer"," ","G0S1J0","38047","Fortierville","04162","Bécancour","380","Bécancour","0416","RLS de Bécancour–Nicolet-Yamaska","4","RUISSS Université de Sherbrooke","1","2","1","0","N"," ","1996-02-20",-72.0322036743164,46.48550033569336,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51218022","CENTRE D'HÉBERGEMENT ROMAIN-BECQUET","CENTRE D'HÉBERGEMENT ROMAIN-BECQUET","11045143","Centre intégré universitaire de santé et de services sociaux de la Mauricie-et-du-Centre-du-Québec","CIUSSS de la Mauricie-et-du-Centre-du-Québec","04","Mauricie et Centre-du-Québec","255, route Marie-Victorin"," ","G0X2Z0","38065","Saint-Pierre-les-Becquets","04162","Bécancour","380","Bécancour","0416","RLS de Bécancour–Nicolet-Yamaska","4","RUISSS Université de Sherbrooke","1","2","1","0","N"," ","1996-02-20",-72.20429992675781,46.50659942626953,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51218030","CENTRE D'HÉBERGEMENT ET DE SERVICES AMBULATOIRES CHAMPLAIN","CHSLD ET CENTRE SERV. AMB. CHAMPLAIN","11045184","Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal","CIUSSS du Centre-Sud-de-l'Île-de-Montréal","06","Montréal","1325, rue Crawford"," ","H4H2N6","66023","Montréal","06313","Verdun","660","Montréal","0631","RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles","2","RUISSS Université de Montréal","1","2","1","0","N"," ","1996-03-19",-73.58679962158203,45.43880081176758,"Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51218048","CLSC ET CENTRE D'HÉBERGEMENT DE MÉTABETCHOUAN-LAC-À-LA-CROIX","CLSC ET CHSLD DE MÉTABETCHOUAN-LAC-À-LA-CROIX","11045127","Centre intégré universitaire de santé et de services sociaux du Saguenay – Lac-Saint-Jean","CIUSSS du Saguenay – Lac-Saint-Jean","02","Saguenay–Lac-Saint-Jean","1895, Route 169"," ","G8G1B4","93012","Métabetchouan--Lac-à-la-Croix","02131","Lac-Saint-Jean-Est","930","Lac-Saint-Jean-Est","0213","RLS de Lac-Saint-Jean-Est","1","RUISSS Université Laval","1","2","1","0","N"," ","1996-03-28",-71.86609649658203,48.42580032348633,"Non","Non","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51218055","CENTRE D'HÉBERGEMENT D'ALMA","CENTRE D'HÉBERGEMENT D'ALMA","11045127","Centre intégré universitaire de santé et de services sociaux du Saguenay – Lac-Saint-Jean","CIUSSS du Saguenay – Lac-Saint-Jean","02","Saguenay–Lac-Saint-Jean","50, chemin du Foyer Nord","case postale 220","G8B5V6","93042","Alma","02131","Lac-Saint-Jean-Est","930","Lac-Saint-Jean-Est","0213","RLS de Lac-Saint-Jean-Est","1","RUISSS Université Laval","1","2","1","0","N"," ","1996-03-28",-71.64630126953125,48.552101135253906,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51218063","CENTRE D'HÉBERGEMENT ISIDORE-GAUTHIER","CENTRE D'HÉBERGEMENT ISIDORE-GAUTHIER","11045127","Centre intégré universitaire de santé et de services sociaux du Saguenay – Lac-Saint-Jean","CIUSSS du Saguenay – Lac-Saint-Jean","02","Saguenay–Lac-Saint-Jean","5731, avenue du Pont Nord"," ","G8E1W8","93042","Alma","02131","Lac-Saint-Jean-Est","930","Lac-Saint-Jean-Est","0213","RLS de Lac-Saint-Jean-Est","1","RUISSS Université Laval","1","2","1","0","N"," ","1996-03-28",-71.69779968261719,48.63240051269531,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51218071","CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME MANSEAU","CRDI-TSA MANSEAU","11045275","Centre intégré de santé et de services sociaux de Lanaudière","CISSS de Lanaudière","14","Lanaudière","1180, boulevard Manseau"," ","J6E3G8","61025","Joliette","14113","Joliette","610","Joliette","1411","RLS de Lanaudière-Nord","2","RUISSS Université de Montréal","1","2","1","0","N"," ","1996-04-01",-73.45240020751953,46.01679992675781,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51218097","HÔPITAL DE VERDUN","HÔPITAL DE VERDUN","11045184","Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal","CIUSSS du Centre-Sud-de-l'Île-de-Montréal","06","Montréal","4000, boulevard LaSalle"," ","H4G2A3","66023","Montréal","06313","Verdun","660","Montréal","0631","RLS de Verdun - Côte St-Paul - St-Henri - Pointe-St-Charles","2","RUISSS Université de Montréal","1","2","1","0","N"," ","1996-04-01",-73.56400299072266,45.4640998840332,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51218113","CENTRE DE PROTECTION DE L'ENFANCE ET DE LA JEUNESSE DE JOLIETTE","CPEJ DE JOLIETTE","11045275","Centre intégré de santé et de services sociaux de Lanaudière","CISSS de Lanaudière","14","Lanaudière","260, rue Lavaltrie Sud"," ","J6E5X7","61025","Joliette","14113","Joliette","610","Joliette","1411","RLS de Lanaudière-Nord","2","RUISSS Université de Montréal","1","2","1","0","N"," ","1996-04-01",-73.44110107421875,46.0181999206543,"Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51218121","CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE JOLIETTE","CRJDA DE JOLIETTE","11045275","Centre intégré de santé et de services sociaux de Lanaudière","CISSS de Lanaudière","14","Lanaudière","1170, rue Ladouceur"," ","J6E3W7","61025","Joliette","14113","Joliette","610","Joliette","1411","RLS de Lanaudière-Nord","2","RUISSS Université de Montréal","1","2","1","0","N"," ","1996-04-01",-73.41999816894531,46.032901763916016,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","2026-03-23"
"51218162","CHSLD LE ROYER","CHSLD LE ROYER","11042603","Groupe Roy Santé inc.","Groupe Roy Santé inc.","06","Montréal","7351, rue Jean-Desprez"," ","H1K5A6","66023","Montréal","06522","Anjou","660","Montréal","0652","RLS de Rivière-des-Prairies - Anjou - Montréal-Est","2","RUISSS Université de Montréal","2","1","2","0","N","2010-02-24","1996-04-01",-73.54759979248047,45.61750030517578,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51218170","CLSC DE LA VISITATION ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DES FAUBOURGS","CLSC DE LA VISITATION ET GMFU DES FAUBOURGS","11045184","Centre intégré universitaire de santé et de services sociaux du Centre-Sud-de-l'Île-de-Montréal","CIUSSS du Centre-Sud-de-l'Île-de-Montréal","06","Montréal","1705, rue de la Visitation"," ","H2L3C3","66023","Montréal","06323","Montréal - Centre-Sud","660","Montréal","0632","RLS des Faubourgs - Plateau-Mont-Royal - St-Louis-du-Parc","2","RUISSS Université de Montréal","1","2","1","0","N"," ","1996-04-01",-73.55889892578125,45.52109909057617,"Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51218212","FOYER UIKUPESHAKAN (ARC-EN-CIEL)","FOYER UIKUPESHAKAN (ARC-EN-CIEL)","16802498","Bande Indienne des Montagnais de Sept-Iles et Maliotenam","Bande Ind. des Montagnais de Sept-Iles et Maliotenam","09","Côte-Nord","2, rue Shimun","case postale 8000","G4R4L9","97802","Uashat","09141","Sept-Îles","971","Sept-Rivières","0914","RLS de Sept-Îles","1","RUISSS Université Laval","2","0","4","0","N","2010-02-24","1996-01-09",-66.40260314941406,50.224098205566406,"Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","2026-03-23"
"51218238","CLSC DE SAINT-BRUNO-DE-MONTARVILLE","CLSC DE SAINT-BRUNO-DE-MONTARVILLE","11045309","Centre intégré de santé et de services sociaux de la Montérégie-Est","CISSS de la Montérégie-Est","16","Montérégie","50, chemin de La Rabastalière Est, bur."," ","J3V2A5","58037","Saint-Bruno-de-Montarville","16221","Saint-Bruno - Beloeil - Saint-Hilaire","580","Longueuil","1622","RLS de Richelieu-Yamaska","4","RUISSS Université de Sherbrooke","1","2","1","0","N"," ","1995-11-20",-73.34089660644531,45.5281982421875,"Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51218311","CENTRE D'HÉBERGEMENT HUBERT-MAISONNEUVE","CENTRE D'HÉBERGEMENT HUBERT-MAISONNEUVE","11045283","Centre intégré de santé et de services sociaux des Laurentides","CISSS des Laurentides","15","Laurentides","365, chemin de la Grande-Côte"," ","J7A1K4","73020","Rosemère","15171","Thérèse-De Blainville","730","Thérèse-De Blainville","1517","RLS de Thérèse-De Blainville","2","RUISSS Université de Montréal","1","2","1","0","N"," ","1996-03-28",-73.79119873046875,45.63759994506836,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51218352","CENTRE HOSPITALIER RÉGIONAL DU GRAND-PORTAGE","CENTRE HOSPITALIER RÉGIONAL DU GRAND-PORTAGE","11045119","Centre intégré de santé et de services sociaux du Bas-Saint-Laurent","CISSS du Bas-Saint-Laurent","01","Bas-Saint-Laurent","75, rue Saint-Henri"," ","G5R2A4","12072","Rivière-du-Loup","01121","Rivière-du-Loup","120","Rivière-du-Loup","0112","RLS de Rivière-du-Loup","1","RUISSS Université Laval","1","2","1","0","N"," ","1996-06-19",-69.54029846191406,47.81869888305664,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","2026-03-23"
"51218360","ATELIER DE TRAVAIL EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLE DU SPECTRE DE L’AUTISME ET EN DÉFICIENCE PHYSIQUE SAINT-JOSEPH","ATELIER DE TRAVAIL EN DITSA ET DP SAINT-JOSEPH","11045119","Centre intégré de santé et de services sociaux du Bas-Saint-Laurent","CISSS du Bas-Saint-Laurent","01","Bas-Saint-Laurent","28, rue Joly"," ","G5R3H2","12072","Rivière-du-Loup","01121","Rivière-du-Loup","120","Rivière-du-Loup","0112","RLS de Rivière-du-Loup","1","RUISSS Université Laval","1","2","1","0","N"," ","1996-06-19",-69.54239654541016,47.83399963378906,"Non","Non","Non","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","2026-03-23"
"51218386","HÔPITAL DE SAINT-ANTONIN","HÔPITAL DE SAINT-ANTONIN","11045119","Centre intégré de santé et de services sociaux du Bas-Saint-Laurent","CISSS du Bas-Saint-Laurent","01","Bas-Saint-Laurent","286, rue Principale","case postale 430","G0L2J0","12015","Saint-Antonin","01121","Rivière-du-Loup","120","Rivière-du-Loup","0112","RLS de Rivière-du-Loup","1","RUISSS Université Laval","1","2","1","0","N"," ","1996-06-19",-69.47869873046875,47.76240158081055,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51218394","HÔPITAL DE CHICOUTIMI","HÔPITAL DE CHICOUTIMI","11045127","Centre intégré universitaire de santé et de services sociaux du Saguenay – Lac-Saint-Jean","CIUSSS du Saguenay – Lac-Saint-Jean","02","Saguenay–Lac-Saint-Jean","305, rue Saint-Vallier,","case postale 5006","G7H5H6","94068","Saguenay","02151","Saguenay","941","Saguenay","0215","RLS de Chicoutimi","1","RUISSS Université Laval","1","2","1","0","N"," ","1996-06-18",-71.04859924316406,48.42599868774414,"Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51218436","CENTRE D'HÉBERGEMENT DE LORETTEVILLE","CENTRE D'HÉBERGEMENT DE LORETTEVILLE","11045135","Centre intégré universitaire de santé et de services sociaux de la Capitale-Nationale","CIUSSS de la Capitale-Nationale","03","Capitale-Nationale","165, rue Lessard"," ","G2B2V9","23027","Québec","03131","Loretteville - Val-Bélair","230","Québec","0313","RLS de Québec-Nord","1","RUISSS Université Laval","1","2","1","0","N"," ","1996-06-27",-71.35040283203125,46.85020065307617,"Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
"51218444","CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET TROUBLE ENVAHISSANT DU DÉVELOPPEMENT","CR EN DÉFICIENCE INTELLECTUELLE ET TED","11044088","Centre intégré de santé et de services sociaux des Îles","CISSS des Îles","11","Gaspésie–Îles-de-la-Madeleine","695, chemin des Caps (Fatima)"," ","G4T2S9","01023","Les Îles-de-la-Madeleine","11211","Îles-de-la-Madeleine","010","Communauté maritime des Îles-de-la-Madeleine","1121","RLS des Îles-de-la-Madeleine","1","RUISSS Université Laval","1","2","1","0","O","2007-04-11","1996-07-01",-61.897701263427734,47.40439987182617,"Non","Non","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","2026-03-23"
